id,titulo,isbn,autor_id,genero_id,anio_publicacion,editorial,ejemplares_totales,ubicacion,notas,portada_url,descripcion,paginas,idioma,saga,resena,puntuacion,creado_en
30,Hocus Pocus Hotel 04: La Sombra de Un Mago,9789871208722,27,,,Latinbooks,1,,,https://entelequia.com.ar/storage/product_arch/2020/08/slayers_special_tapa_03-DESKTOP-EAEOSF4-13.webp,,,,,,,2026-07-14 23:25:02.04917
31,Hocus Pocus Hotel 06: Los prisioneros del piso trece,9789871208937,27,,,Latinbooks,1,,,https://http2.mlstatic.com/D_NQ_NP_706469-MLU46335537357_062021-O.webp,,,,,,,2026-07-14 23:25:02.406249
32,Hocus Pocus Hotel 02: Para atrapar al fantasma,9789871208715,27,,,Latinbooks,1,,,https://entelequia.com.ar/storage/product_arch/2020/08/slayers_special_tapa_03-DESKTOP-EAEOSF4-11.webp,,,,,,,2026-07-14 23:25:02.763259
33,"Geronimo Stilton 08: ¡Quita esas patas, caraqueso!",9789507320705,25,,,Destino,1,,,https://pictures.abebooks.com/isbn/9788408052630-us.jpg,,,,,,,2026-07-14 23:25:03.120256
34,Asesinatos en la escuela del perro,9789875040236,34,,,Quipu,1,,,https://http2.mlstatic.com/D_NQ_NP_899909-MLA93499532139_092025-O.webp,,,,,,,2026-07-14 23:25:03.477325
35,Colegio maldito I,9789875040588,35,,,Quipu,1,,,https://dcdn-us.mitiendanube.com/stores/004/823/848/products/1000181917-6c0b38029fd273a68117303103155026-480-0.webp,,,,,,,2026-07-14 23:25:03.835111
36,Colegio maldito II,9789875040694,35,,,Quipu,1,,,https://calibroscopio.com.ar/wp-content/uploads/2020/07/9875040694.jpg,,,,,,,2026-07-14 23:25:04.192449
37,Una Educacion Mortal,9789874777744,37,1,,Umbriel,1,A1,,https://contentv2.tap-commerce.com/cover/large/9789874777744_1.jpg?id_com=1156,Decidí que Orion Lake debía morir cuando me salvó la vida por segunda vez.,348,Español,Escolomancia,MENCANTO ,5.0,2026-07-14 23:25:04.727896
38,Colegio maldito III,9789875041080,35,,,Quipu,1,,,https://www.editorialelcuervo.com/wp-content/uploads/2023/05/10.-COLEGIO-MALDITO-III.jpeg,,,,,,,2026-07-14 23:25:05.085308
39,Cuentopos de Gulubú,9789870401810,39,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:25:05.443691
40,La Bruja Winnie,9788449431098,40,,,El Mundo de Winnie,1,,,http://books.google.com/books/content?id=8AABAgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:25:05.800833
41,La computadora nueva de Winnie,9788449431104,41,,,El Mundo de Winnie,1,,,http://books.google.com/books/content?id=yXVVPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:25:06.157704
42,Macumba,9789875041653,42,,,Quipu,1,,,https://acdn-us.mitiendanube.com/stores/004/088/117/products/618420-b815d4a985664e084d17274508870810-1024-1024.jpg,,,,,,,2026-07-14 23:25:06.514674
43,Manuelita ¿dónde vas?,9789870401797,39,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:25:06.871697
44,Winnie Vuela Otra Vez,9786077354789,44,,,El Mundo de Winnie,1,,,http://books.google.com/books/content?id=XvyGjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:25:07.228629
45,Winnie Y El Robot,9786077354796,44,,,El Mundo de Winnie,1,,,http://books.google.com/books/content?id=h_PqjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:25:07.585741
46,Winnie Y La Calabaza Gigante,9786077357353,44,,,El Mundo de Winnie,1,,,http://books.google.com/books/content?id=AAR5AQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:25:07.943675
47,Winnie Y Los Dinosaurios,9786074008975,47,,,El Mundo de Winnie,1,,,http://books.google.com/books/content?id=lBfzoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:25:08.301238
48,Winnie Y Los Piratas,9786077351931,44,,,El Mundo de Winnie,1,,,http://books.google.com/books/content?id=UOh8AQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:25:08.65872
49,Winnie en invierno,9788449431081,49,,,Oceano,1,,,https://cdn.oceano.com.ar/titulos/9786077352310.jpg,,,,,,,2026-07-14 23:25:09.0157
50,Winnie y el dragón de medianoche,9788449434006,50,,,Oceano Travesia,1,,,https://cdn.oceano.com.ar/titulos/9786077352389.jpg,,,,,,,2026-07-14 23:25:09.372655
51,Winnie y la alfombra voladora,9786074004366,51,,,Oceano Travesia,1,,,"https://m.media-amazon.com/images/I/81wxjevxezL._UF1000,1000_QL80_.jpg",,,,,,,2026-07-14 23:25:09.729195
52,Hotel Pioho's Palace,9789870401742,39,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:25:10.08617
53,Puro Pelo: Más Conectados Menos Comunicados,9789875041844,53,,,Quipu,1,,,https://calibroscopio.com.ar/wp-content/uploads/2020/07/9875041844.jpg,,,,,,,2026-07-14 23:25:10.443437
54,Puro Pelo: Ni Principes Ni Princesas,9789875041943,53,,,Quipu,1,,,https://image.isu.pub/170630153711-5f815fad98c57f354bec91924b5fdfe3/jpg/page_1_thumb_large.jpg,,,,,,,2026-07-14 23:25:10.800927
55,Puro Pelo: Familias De Todos Los Colores,9789875041929,53,,,Quipu,1,,,https://calibroscopio.com.ar/wp-content/uploads/2020/07/9875041929.jpg,,,,,,,2026-07-14 23:25:11.157707
56,Versos tradicionales para cebollitas,9789870401704,39,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:25:11.514804
57,Nadie te creería,9789504643562,57,,,Loqueleo,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/5/9504643562_9789504643562_2022-11-08_11_12_58.jpg,,,,,,,2026-07-14 23:25:11.871186
58,Pocopán,9789870401803,39,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:25:12.228228
59,Una Serie de Catastróficas Desdichas: El Aserradero Lúgubre,9789873820793,59,,,Montena,1,,,https://www.penguinlibros.com/ar/1594475-home_default/el-aserradero-lugubre-una-serie-de-catastroficas-desdichas-4.webp,,,,,,,2026-07-14 23:25:12.585256
60,Mayor y Menor 02,9789500730532,60,,,Primera sudamericana,1,,,https://sbslibreria.vtexassets.com/arquivos/ids/5060445/25E-OoBUjiGdr8ihfG9QzAiIwDA-.jpg?v=638852943084730000,,,,,,,2026-07-14 23:25:12.942187
61,Una Serie de Catastróficas Desdichas: El Ventanal,9789873820823,59,,,Montena,1,,,https://images.cdn3.buscalibre.com/fit-in/360x360/06/7c/067cb203dde3024f914db600491ca441.jpg,,,,,,,2026-07-14 23:25:13.299296
62,Una Serie de Catastróficas Desdichas: La Habitación de los Reptiles,9789873820687,59,,,Montena,1,,,https://images.cdn1.buscalibre.com/fit-in/360x360/64/e8/64e85dd9d376a44f219b5ad1cbf3e967.jpg,,,,,,,2026-07-14 23:25:13.656264
63,Mayor y Menor 16,9789500764049,60,,,Primera sudamericana,1,,,https://calibroscopio.com.ar/wp-content/uploads/2020/08/9500764049.jpg,,,,,,,2026-07-14 23:25:14.013271
64,Mayor y Menor 21,9789500770392,60,,,Primera sudamericana,1,,,https://calibroscopio.com.ar/wp-content/uploads/2024/04/9500770392.jpg,,,,,,,2026-07-14 23:25:14.370281
65,Mayor y Menor Monstruoso,9789500768160,60,,,Primera sudamericana,1,,,https://calibroscopio.com.ar/wp-content/uploads/2022/12/9500768160.jpg,,,,,,,2026-07-14 23:25:14.727386
66,Mayor y Menor 19,9789500766944,60,,,Primera sudamericana,1,,,https://calibroscopio.com.ar/wp-content/uploads/2022/04/9500766944.jpg,,,,,,,2026-07-14 23:25:15.084187
67,Mayor y Menor 20,9789500768559,60,,,Primera sudamericana,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/5/9500768559_9789500768559_2023-03-31_09_00_19.jpg,,,,,,,2026-07-14 23:25:15.441214
68,Mayor y Menor 18,8782700766210,60,,,Primera sudamericana,1,,,https://calibroscopio.com.ar/wp-content/uploads/2021/11/9500766210-scaled.jpg,,,,,,,2026-07-14 23:25:15.798223
69,Mayor y Menor 17,9789500765121,60,,,Primera sudamericana,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/5/9500765121_9789500765121_2022-11-08_11_12_58.jpg,,,,,,,2026-07-14 23:25:16.154978
70,Mayor y Menor 04,9789500733717,60,,,Primera sudamericana,1,,,https://sbslibreria.vtexassets.com/arquivos/ids/5065548/DOTyiv6NbsVZiY11jgx42GJImT8-.jpg?v=638853684205100000,,,,,,,2026-07-14 23:25:16.511702
71,Mayor y Menor 03,9789500732024,60,,,Primera sudamericana,1,,,https://sbslibreria.vtexassets.com/arquivos/ids/5060447/WG1-nfLrDgIUW92L7sTnEZgYWa0-.jpg?v=638852943096930000,,,,,,,2026-07-14 23:25:16.868756
72,Mayor y Menor 05,9789500738934,60,,,Primera sudamericana,1,,,https://acdn-us.mitiendanube.com/stores/004/088/117/products/552139-f12f43a48119abce3a17273550713368-1024-1024.jpg,,,,,,,2026-07-14 23:25:17.225729
73,Mayor y Menor 06,9789500743518,60,,,Primera sudamericana,1,,,https://sbslibreria.vtexassets.com/arquivos/ids/5062828/nPqG-82RbYSKF7kb5Tso7KJ28Qg-.jpg?v=638853289295800000,,,,,,,2026-07-14 23:25:17.582735
74,Canciones para mirar,9789870401827,39,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:25:17.939759
75,Doña disparate y Bambuco,9789870415718,39,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:25:18.296725
76,Tutú marambá,9789870401766,39,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:25:18.653802
77,El Reino del revés,9789870401780,39,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:25:19.010725
78,La nube traicionera,9789870401711,39,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:25:19.367975
79,Mayor y Menor 07,9789500747943,60,,,Primera sudamericana,1,,,https://calibroscopio.com.ar/wp-content/uploads/2019/02/9500747943.jpg,,,,,,,2026-07-14 23:25:19.724278
80,Mayor y Menor 08,9789500752749,60,,,Primera sudamericana,1,,,https://calibroscopio.com.ar/wp-content/uploads/2019/02/9500752749.jpg,,,,,,,2026-07-14 23:25:20.081746
81,Las Aventuras de Facu y Café con Leche 07,9789500763547,60,,,Primera sudamericana,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/5/9500763547_9789500763547_2022-11-08_11_12_58.jpg,,,,,,,2026-07-14 23:25:20.438792
82,Mayor y Menor 09,9789500754750,60,,,Primera sudamericana,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/5/9500754750_9789500754750_2022-11-08_11_12_58.jpg,,,,,,,2026-07-14 23:25:20.79573
83,Las Aventuras de Facu y Café con Leche 03,9789500746991,60,,,Primera sudamericana,1,,,https://images.cdn2.buscalibre.com/fit-in/360x360/6c/86/6c86c3e59ce17f36e843fe9418e503d1.jpg,,,,,,,2026-07-14 23:25:21.15278
84,Las Aventuras de Facu y Café con Leche 05,9789500755740,60,,,Primera sudamericana,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/5/9500755740_9789500755740_2022-11-08_11_12_58.jpg,,,,,,,2026-07-14 23:25:21.509951
85,Las Aventuras de Facu y Café con Leche 06,9789500758680,60,,,Primera sudamericana,1,,,https://images.cdn1.buscalibre.com/fit-in/360x360/16/c0/16c0f9d8d6b4b932075c2d8d2e13e452.jpg,,,,,,,2026-07-14 23:25:21.866766
86,Las Aventuras de Facu y Café con Leche 04,9789500751605,60,,,Primera sudamericana,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/5/9500751605_9789500751605_2022-11-08_11_12_58.jpg,,,,,,,2026-07-14 23:25:22.22378
87,Las Aventuras de Facu y Café con Leche 02,9789500741804,60,,,Primera sudamericana,1,,,https://images.cdn3.buscalibre.com/fit-in/360x360/4e/0c/4e0c624b5bed6fde7d26ba5f70ccc26f.jpg,,,,,,,2026-07-14 23:25:22.580786
88,Las Aventuras de Facu y Café con Leche 01,9789500737234,60,,,Primera sudamericana,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/5/9500737234_9789500737234_2022-11-26_08_00_06.jpg,,,,,,,2026-07-14 23:25:22.937844
89,Mayor y Menor Para Dibujar,9789500764872,60,,,Primera sudamericana,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/5/9500764872_9789500764872_2022-11-08_11_12_58.jpg,,,,,,,2026-07-14 23:25:23.294765
90,Mayor y Menor 11,9789500758215,60,,,Primera sudamericana,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/5/9500758215_9789500758215_2022-11-08_13_00_12.jpg,,,,,,,2026-07-14 23:25:23.65202
91,Mayor y Menor 12,9789500759465,60,,,Primera sudamericana,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/e80a621ffa7c449d28b86999589a6b70/9/5/9500759465_9789500759465_2025-02-05_22_20_06.jpg,,,,,,,2026-07-14 23:25:24.008799
92,Mayor y Menor 10,9789500756853,60,,,Primera sudamericana,1,,,https://contentv2.tap-commerce.com/cover/large/9789500756853_1.jpg?id_com=1156,,,,,,,2026-07-14 23:25:24.365942
93,Mayor y Menor 13,9789500761284,60,,,Primera sudamericana,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/5/9500761284_9789500761284_2022-11-08_11_12_58.jpg,,,,,,,2026-07-14 23:25:24.722291
94,Mayor y Menor 14,9789500761789,60,,,Primera sudamericana,1,,,https://calibroscopio.com.ar/wp-content/uploads/2019/10/mayor-y-menor-14.jpg,,,,,,,2026-07-14 23:25:25.079293
95,Mayor y Menor 15,9789500762724,60,,,Primera sudamericana,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/5/9500762724_9789500762724_2022-11-08_11_12_58.jpg,,,,,,,2026-07-14 23:25:25.436293
96,El Astronauta del Barrio y otros Oficios,9789504646891,96,,,Loqueleo,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdYcnInmDyzfBuAjx6eavEPyzkUUE_Mj0o5w&s,,,,,,,2026-07-14 23:25:25.793313
97,El Monte era una Fiesta,9789504643333,97,,,Loqueleo,1,,,https://www.loqueleo.com/ar/uploads/2015/11/9789504643333.jpg,,,,,,,2026-07-14 23:25:26.150298
98,Análisis y diseño de bases de datos,9789681849139,98,,,Desconocido,1,,,http://books.google.com/books/content?id=aKzPJgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:25:26.507344
99,Bisa vuela,9788459912860,39,,,Atlantida,1,,,,,,,,,,2026-07-14 23:25:26.864487
100,Una Serie de Catastróficas Desdichas: Un Mal Principio,9789873820670,59,,,Montena,1,,,https://images.cdn1.buscalibre.com/fit-in/360x360/6a/f8/6af8c92bc9ae00c40dbda298bcc1f892.jpg,,,,,,,2026-07-14 23:25:27.221336
101,Winnie Da el Salto,9786077350811,101,,,El Mundo de Winnie,1,,,http://books.google.com/books/content?id=sHqOjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:25:27.57844
102,Animales Fantásticos y Dónde Encontrarlos,9789878001692,9,,,Salamandra,1,,,https://images.cdn2.buscalibre.com/fit-in/360x360/10/3b/103ba9d8f74a302f92f6c67d75680413.jpg,,,,,,,2026-07-14 23:25:27.935299
103,Animales Fantásticos y Dónde Encontrarlos: Guión original de la película,9789878001708,9,,,Salamandra Bolsillo,1,,,https://images.cdn1.buscalibre.com/fit-in/360x360/3b/a2/3ba21bf22b2d06e6635322fd8df535ab.jpg,,,,,,,2026-07-14 23:25:28.292977
104,Geronimo Stilton 02: En busca de la maravilla perdida,9789507323423,25,,,Destino,1,,,"https://images-eu.ssl-images-amazon.com/images/I/61JUDwdzOgL._AC_UL210_SR210,210_.jpg",,,,,,,2026-07-14 23:25:28.649842
105,Geronimo Stilton 05: Un disparatado Viaje a Ratiskistán,9789507323645,25,,,Destino,1,,,https://images.cdn2.buscalibre.com/fit-in/360x360/9e/2b/9e2bcdba208918c0032435ee20898dbf.jpg,,,,,,,2026-07-14 23:25:29.006918
106,Geronimo Stilton 04: El castillo de roca tacaña,9789507323638,25,,,Destino,1,,,https://contentv2.tap-commerce.com/cover/large/9789507323638_1.jpg?id_com=717,,,,,,,2026-07-14 23:25:29.36382
107,Geronimo Stilton 12: El amor es como el queso,9789507324468,25,,,Destino,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPjzHG5S25axV4l7YCRfyluDq60QO_tIPGmw&s,,,,,,,2026-07-14 23:25:29.720842
108,Geronimo Stilton 06: La sonrisa de Mona Ratisa,9789507323850,25,,,Destino,1,,,https://tienda.planetadelibros.com.ar/cdn/shop/products/D_710189-MLA42306521228_062020-O.jpg?v=1684361809,,,,,,,2026-07-14 23:25:30.07782
109,Geronimo Stilton 03: El misterioso manustcrito de Nostrarratus,9789507323430,25,,,Destino,1,,,https://www.planetadelibros.com.ar/usuaris/libros/fotos/222/original/portada_stilton-3-el-misterioso-manuscrito-de-nostrarratus_geronimo-stilton_201607271258.jpg,,,,,,,2026-07-14 23:25:30.435855
110,Geronimo Stilton 10: Cuatro Ratones en la Serva Negra,9789507324321,25,,,Destino,1,,,https://tienda.planetadelibros.com.ar/cdn/shop/products/D_943355-MLA42672501121_072020-O.jpg?v=1684350047,,,,,,,2026-07-14 23:25:30.792901
111,Geronimo Stilton 09: El Misterio del tesoro desaparecido,9789507324185,25,,,Destino,1,,,https://contentv2.tap-commerce.com/cover/large/9789507324185_1.jpg?id_com=717,,,,,,,2026-07-14 23:25:31.150052
112,Dailan Kifki,9789505116294,39,,,Santillana USA Publishing Company,1,,,http://books.google.com/books/content?id=r3QBAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:25:31.507372
114,Geronimo Stilton 13: El castillo de Zampachicha MiauMiau,9789507324475,25,,,Destino,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9ppRGFHh57qummtsaqWpq-rBSczeit39wSw&s,,,,,,,2026-07-14 23:25:32.221447
115,Geronimo Stilton 11: El fantasma del Subterraneo,9789507324192,25,,,Destino,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxRBV9frwTAPxmSCcs1NTZKvBKwLRwBGv87w&s,,,,,,,2026-07-14 23:25:32.578584
116,El Ladrón de Sombras,9789875041677,116,,,Desconocido,1,,,https://http2.mlstatic.com/D_NQ_NP_699750-MLU54983799724_042023-O.webp,,,,,,,2026-07-14 23:25:32.935346
117,El monumento encantado,9789500719360,117,,,Primera Sudamericana,1,,,http://books.google.com/books/content?id=cwINPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:25:33.292351
118,Quiero ser Pérez,9789871561261,118,,,Desconocido,1,,,https://calibroscopio.com.ar/wp-content/uploads/2020/10/9874007704.jpg,,,,,,,2026-07-14 23:25:33.649636
119,Toda la verdad sobre los libros,9789873202278,119,,,Guadal,1,,,https://contentv2.tap-commerce.com/cover/large/9789873202278_1.jpg?id_com=717,,,,,,,2026-07-14 23:25:34.006359
120,Ambrosio En La Prehistoria,9789500728324,15,,,Primera Sudamericana,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRO-fvikEqYShCJPL0GvMraD_5-N6KoH7tRvQ&s,,,,,,,2026-07-14 23:25:34.363382
121,Anacleto el Esqueleto Inquieto,9789500825535,121,,,Desconocido,1,,,https://contentv2.tap-commerce.com/cover/large/9500825538_1.jpg?id_com=717,,,,,,,2026-07-14 23:25:34.720393
122,El pirata valiente,9789871374601,122,,,Desconocido,1,,,https://acdn-us.mitiendanube.com/stores/945/047/products/pirata-valiente_000011-84437c45c6652ec94116663702458562-640-0.png,,,,,,,2026-07-14 23:25:35.07747
123,Sin Rueditas,9789877310597,123,,,El Barco De Vapor,1,,,https://paulabombara.ar/wp-content/uploads/2021/01/Sin-rueditas.jpg,,,,,,,2026-07-14 23:25:35.434477
124,Harry Potter Todo sobre las casas de Hogwarts,9786313031528,124,,,Vértice,1,,,https://acdn-us.mitiendanube.com/stores/742/264/products/5967_hp-all-about-the-hogwarts-h-9b27767429a6a2d38817231216308766-640-0.png,,,,,,,2026-07-14 23:25:35.791455
125,Mayor y menor de otro Planeta,9789500771184,60,,,Primera sudamericana,1,,,https://acdn-us.mitiendanube.com/stores/004/088/117/products/722795-7baa9a5e719ee5792317298672379469-1024-1024.jpg,,,,,,,2026-07-14 23:25:36.148404
126,Castillo de Arena,9789500838627,126,,,Atlantida,1,,,,,,,,,,2026-07-14 23:25:36.505496
127,La Fórmula Secreta,9789504952824,127,,,Planeta Junior,1,,,https://calibroscopio.com.ar/wp-content/uploads/2020/08/9504952824.jpg,,,,,,,2026-07-14 23:25:36.862411
128,PB3 and the Helping Hands,9788580761191,128,,,HUB,1,,,https://sbslibreria.vtexassets.com/arquivos/ids/5069266/n1NaydtTnpKXcPrHedyq596mMCU-.jpg?v=638853754031900000,,,,,,,2026-07-14 23:25:37.219382
129,Cuentos de la selva,9789872425685,129,,,Desconocido,1,,,,,,,,,,2026-07-14 23:25:37.576391
130,El gran libro de los Mitos Griegos,9789873506529,130,,,AZ,1,,,,,,,,,,2026-07-14 23:25:37.933541
131,Winnie y Wilbur. en la Playa,9786075271033,40,,,Oceano Travesia,1,,,http://books.google.com/books/content?id=fZp0tQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:25:38.291435
132,Gaturro y la noche de los Vampiros,9789500758956,132,,,Primera Sudamericana,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQY_zmpUA1IecgmA5eIGR-3yAqrVCBhpBivFA&s,,,,,,,2026-07-14 23:25:38.647357
133,Mitos griegos,9780744079210,133,,,National Geographic Books,1,,,http://books.google.com/books/content?id=TtWOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:25:39.003393
134,Winnie Y Wilbur. El Caballero Revoltoso,9786075273556,44,,,El Mundo de Winnie,1,,,http://books.google.com/books/content?id=vFM7zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:25:39.359812
135,La varita mágica de Winnie,9786077352327,51,,,Oceano Travesia,1,,,https://calibroscopio.com.ar/wp-content/uploads/2019/02/6077352327.jpg,,,,,,,2026-07-14 23:25:39.716113
136,Winnie va al Espacio,9786077352396,51,,,Oceano Travesia,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4jaNy8Jvyn4KS_fmwKJSmzGIq1rwEsj_jeA&s,,,,,,,2026-07-14 23:25:40.07195
137,Up,9789870711711,113,,,Clarin,1,,,https://static.wikia.nocookie.net/doblaje/images/e/e2/Up-poster.jpg/revision/latest?cb=20201004143137&path-prefix=es,,,,,,,2026-07-14 23:25:40.427936
138,Wall-E,9789870711704,113,,,Clarin,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzdJpuuZ6jG0nKdyNyRsxjea2p3khEQH6kHDp5sI7FalOB7iK1sls9tGj2EahgXP0CzE0&usqp=CAU,,,,,,,2026-07-14 23:25:40.783963
139,La sirenita de la patagonia,9789502412610,139,,,Editorial Albatros,1,,,http://books.google.com/books/content?id=4rrb8haxresC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,,2026-07-14 23:25:41.140393
140,¿Alguien anda ahí?,9789873681592,140,,,La Brujita de Papel,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpSu2Lx-cFljn0BXnf0d85RA4Re-JrwrSR-w&s,,,,,,,2026-07-14 23:25:41.496953
141,Las aventuras del Sapo Ruperto,9789504643166,141,,,Loqueleo,1,,,https://calibroscopio.com.ar/wp-content/uploads/2020/06/9504655022.jpg,,,,,,,2026-07-14 23:25:41.853428
142,Colegio maldito IV,9789875041462,35,,,Quipu,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/8/9875041462_9789875041462_2022-12-27_12_00_05.jpg,,,,,,,2026-07-14 23:25:42.210009
143,Colegio maldito V,9789875041783,35,,,Quipu,1,,,https://calibroscopio.com.ar/wp-content/uploads/2020/07/9875041783.jpg,,,,,,,2026-07-14 23:25:42.567541
144,Crack,9789876426183,144,,,Ala Delta,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0gL2nrexx1WZ2bgZJNp0M9Z2Sb13whYcTCg&s,,,,,,,2026-07-14 23:25:42.924544
145,Cuentos a salto de canguro,9789504634157,145,,,Alfaguara,1,,,https://contentv2.tap-commerce.com/cover/large/9789504634157_1.jpg?id_com=717,,,,,,,2026-07-14 23:25:43.281014
146,Diminuto y El gol de oro,9789504637554,15,,,Alfaguara,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQY4d5j9pnVM3a-OF6KcflZeNTmKGyw4F5Puw&s,,,,,,,2026-07-14 23:25:43.637986
147,Diminuto y el monstruo subterráneo,9789504634898,15,,,Alfaguara,1,,,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335993961i/13628297.jpg,,,,,,,2026-07-14 23:25:43.996335
148,Diminuto y El campamento Zombi,9789504649076,15,,,Loqueleo,1,,,https://www.loqueleo.com/ar/uploads/2016/03/tapa-diminuto-y-el-campamento-de-los-zombis.jpg,,,,,,,2026-07-14 23:25:44.360986
149,Los Futbolísimos: El misterio de los siete goles encontra,9789877313482,149,,,SM,1,,,https://images.cdn3.buscalibre.com/fit-in/360x360/4b/8b/4b8b9b8ce6110a6bda350aa491b39310.jpg,,,,,,,2026-07-14 23:25:44.726036
150,Harry Potter y el Legado Maldito,9789878000299,9,,,Salamandra,1,,,https://calibroscopio.com.ar/wp-content/uploads/2020/07/8498387544.jpg,,,,,,,2026-07-14 23:25:45.094442
151,Chaucha Y Palito,9789870401759,39,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:25:45.452575
152,El diablo Inglés,9789870401728,39,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:25:45.809485
153,López 2,9789875042018,153,,,Quipu,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/8/9875042100_9789875042100_2022-11-08_11_12_58.jpg,,,,,,,2026-07-14 23:25:46.166033
154,Se me perdió un Dinosaurio,9789873687327,154,,,La Brujita de Papel,1,,,,,,,,,,2026-07-14 23:25:46.522466
155,El Principito,9789875711389,155,,,Gradifco,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWBDRO57rTix20TcX9hipSgTzXKguJDqde7w&s,,,,,,,2026-07-14 23:25:46.8795
156,El Sapo Ruperto 2,9789504635925,141,,,Alfaguara,1,,,https://www.lanormallibros.com.ar/media/libros/a0415f50a4fd043e74d55f5985089194.jpg,,,,,,,2026-07-14 23:25:47.236577
