id,titulo,isbn,autor_id,genero_id,anio_publicacion,editorial,ejemplares_totales,ubicacion,notas,portada_url,descripcion,paginas,idioma,saga,resena,puntuacion,creado_en
157,Ruperto de terror: La gran aventura,9789504634201,141,,,Alfaguara,1,,,https://calibroscopio.com.ar/wp-content/uploads/2020/06/9504643975.jpg,,,,,,,2026-07-14 23:25:47.594014
158,¡Socorro!,9789870406372,145,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:25:47.950992
159,Tablet,9789873681370,159,,,La Brujita de Papel,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2rIcPu2nHjOy6-7xf6zgVeAgyolorEGNSGQ&s,,,,,,,2026-07-14 23:25:48.308117
160,Trollhunters,9789507882203,160,,,Puck,1,,,https://http2.mlstatic.com/D_NQ_NP_923593-MLA28364599497_102018-O.webp,,,,,,,2026-07-14 23:25:48.665022
161,¿Quíen visita a Demetrio Latov?,9789877313727,161,,,SM,1,,,https://images.cdn3.buscalibre.com/fit-in/360x360/88/a9/88a90676e8cd97b5b07e0659bd783836.jpg,,,,,,,2026-07-14 23:25:49.022024
162,La verdadera explicación,9789500740234,162,,,Primera Sudamericana,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJoUEDYpF4hjtqqCXY2o3Lji5U3L8G4ZsomA&s,,,,,,,2026-07-14 23:25:49.379129
163,Los Futbolísimos: El misterio de los árbitros dormidos,9789877313406,163,,,SM,1,,,https://m.media-amazon.com/images/I/81klBbXPRmL._SL1500_.jpg,,,,,,,2026-07-14 23:25:49.736255
164,Los Futbolísimos: El misterio del arquero fantasma,9789877313499,149,,,SM,1,,,https://http2.mlstatic.com/D_NQ_NP_753671-MLA30928639413_062019-O.webp,,,,,,,2026-07-14 23:25:50.093045
165,López,9789875040748,153,,,Quipu,1,,,https://cdn.livriz.com/media/mediaspace/F9AFB48D-741D-4834-B760-F59344EEFF34/45/4369579e-00fc-41be-b4f9-6d6d211ada68/9789875042094.jpg,,,,,,,2026-07-14 23:25:50.450162
166,Ruperto Detective,9789870401438,141,,,Alfaguara,1,,,"https://www.mosca.com.uy/media/catalog/product/5/1/51937.jpg?optimize=medium&bg-color=255,255,255&fit=bounds&height=700&width=700&canvas=700:700",,,,,,,2026-07-14 23:25:50.810567
167,Ruperto y los Extraterrestres,9789504638841,141,,,Alfaguara,1,,,https://calibroscopio.com.ar/wp-content/uploads/2020/06/9504644026.jpg,,,,,,,2026-07-14 23:25:51.181071
168,Harry Potter y la Piedra Filosofal,9789878000107,9,,,Salamandra Bolsillo,1,,,https://images.cdn1.buscalibre.com/fit-in/360x360/c4/e9/c4e93e876288b4a0021a0cef47efc8bf.jpg,,,,,,,2026-07-14 23:25:51.540023
169,Harry potter y el Pricionero De Azkaban,9789878000121,9,,,Salamandra Bolsillo,1,,,https://images.cdn1.buscalibre.com/fit-in/360x360/aa/38/aa38452661f7b7adea8c51cf1adab6bb.jpg,,,,,,,2026-07-14 23:25:51.89704
170,Harry Potter y el Cáliz de Fuego,9789878000138,9,,,Salamandra Bolsillo,1,,,https://www.penguinlibros.com/ar/6419844/harry-potter-y-el-caliz-de-fuego-harry-potter-4.jpg,,,,,,,2026-07-14 23:25:52.254021
171,Harry Potter y el Principe Mestizo,9789878000152,9,,,Salamandra Bolsillo,1,,,https://images.cdn1.buscalibre.com/fit-in/360x360/ac/d2/acd22d20d3bd39e68e81b69ebcbe4c54.jpg,,,,,,,2026-07-14 23:25:52.611024
172,Harry Potter y la Órden del Fénix,9789878000145,9,,,Salamandra Bolsillo,1,,,https://images.cdn1.buscalibre.com/fit-in/360x360/a0/b4/a0b46533ad541c885d6a406da0e9c429.jpg,,,,,,,2026-07-14 23:25:52.967568
173,Diario de Greg 02: La ley de Rodrick,9789878120010,11,8,,Molino,1,A1,,https://calibroscopio.com.ar/wp-content/uploads/2022/05/9878120010.jpg,"Mejor no preguntarle a Greg Heffley qué tal la pasó durante las vacaciones de verano, porque no quiere ni oír hablar del asunto.
De hecho, al empezar el nuevo curso Greg está deseando olvidar los últimos tres meses de su vida, en particular cierto aconte-cimiento...
Por desgracia para él, su hermano mayor, Rodrick, lo sabe todo sobre ese incidente que él querría enterrar para siempre. Y es que todos los secretos acaban saliendo a la luz... sobre todo cuando hay un diario de por medio.",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:25:53.503117
174,Diario de Greg 04: Días de Perros,9789878120034,11,8,,Molino,1,A1,,https://cdn.livriz.com/media/mediaspace/F9AFB48D-741D-4834-B760-F59344EEFF34/45/f23cd717-f1af-45d5-922f-6d9578f21bee/9789878120034.jpg,"Son las vacaciones de verano, hace un tiempo fabuloso y todos los chicos se la pasan en grande al aire libre.
¿Y dónde está Greg
Heffley? Encerrado en casa, con las cortinas cerradas, jugando con sus videojuegos.
Greg, que reconoce ser una persona a la que le gusta estar en casa, vive sus vacaciones de verano soñadas: sin obligaciones y sin reglas. Pero su mamá tiene una idea muy diferente de lo que debe ser un verano perfecto... más relacionado con actividades al aire libre y planes con la familia.
¿Cuál de las dos visiones será la que se imponga? ¿Será posible que una nueva incorporación a la familia Heffley lo cambie todo?",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:25:54.038576
175,Diario de Greg 03: ¡Esto es el Colmo!,9789878120027,11,8,,Molino,1,A1,,https://calibroscopio.com.ar/wp-content/uploads/2022/05/9878120027.jpg,"Seamos realistas: Greg Heffley nunca va a dejar de ser un renacuajo y alguien debería explicárselo a su papá
Resulta que Frank Heffley cree que su hijo puede cambiar. Y para que
se haga más fuerte, decide inscribirlo en todo tipo de deportes de competencia y otras actividades ""varoniles"".
Claro que para Greg siempre ha sido fácil eludir los deseos de su papá. Sin embargo, cuando lo amenaza con enviarlo a una academia militar, se da cuenta de que tiene que ponerse las pilas.",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:25:54.574055
176,Minecraft la guia definitiva ,9789508522771,176,,,Espasa,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoADxMkbl8qh15FHha80LiFcfD9KHialDciA&s,,,,,,,2026-07-14 23:25:54.931099
177,Diario de Greg 05: La cruda realidad,9789878120041,11,8,,Molino,1,A1,,https://calibroscopio.com.ar/wp-content/uploads/2022/05/9878120041.jpg,"Greg Heffley siempre ha tenido prisa por crecer. Pero, ahora que empieza a hacerse mayor, ¿de veras resulta todo tan divertido?
De pronto Greg se descubre a sí mismo inmerso en la tensión de las fiestas de chicos y chicas, mayores responsabilidades y hasta los cambios fisiológicos propios de la edad. Todo ello sin poder contar con su mejor amigo, Rowley. ¿Podrá Gr salir adelante por sus propios medios? ¿O tendrá que rendir ante ""LA CRUDA REALIDAD""?",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:25:55.466646
178,Diario de Greg 07: Sin Pareja,9789878120119,11,8,,Molino,1,A1,,https://calibroscopio.com.ar/wp-content/uploads/2022/05/9878120119.jpg,"La fiesta de San Valentín ha puesto a la escuela de Greg patas arriba. ¡Incluso él está buscando pareja para acudir al festejo!
Pronto empieza a preocuparse, porque no parece fácil encontrar a alguien.
Su mejor amigo Rowley tampoco tiene pareja, sin embargo, eso no es ningún consuelo.
De manera inesperada, Greg consigue acompañante, pero en una noche tan especial todo puede pasar, y al final nunca se sabe quién acabará siendo afortunado en el amor.",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:25:56.002112
179,La casa de la risa,9789871561247,179,,,Hola Chicos,1,,,https://acdn-us.mitiendanube.com/stores/001/081/567/products/lacasadelarisa1-c83bcee577c93cfa1615816911493271-640-0.jpg,,,,,,,2026-07-14 23:25:56.358816
209,Clásicos de oro Disney 21: La familia del Futuro,9789870702078,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:08.497638
180,Diario de Greg 11: ¡Doble o Nada!,9789878120164,11,8,,Molino,1,A1,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/8/9878120164_9789878120164_2022-11-08_11_12_58.jpg,"Greg Heffley la está pasando mal. Su mamá cree que los videojuegos afectan su inteligencia y quiere que se olvide de ellos para explorar su ""lado creativo"". Entonces
Greg descubre la vieja cámara de video de sus padres. Esto le da una idea genial: filmar su propia película de terror... y, de paso, volverse rico y famoso.
Greg quiere demostrar que tiene un gran futuro como cineasta y por eso ha decidido esforzarse el doble, pero ¿será un buen plan o lo único que se duplicará son sus problemas?",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:25:56.894119
181,Diario de Greg 13: Frío Fatal,9789878120188,11,8,,Molino,1,A1,,https://acdn-us.mitiendanube.com/stores/004/088/117/products/690556-c70a4abd1556a1524f17285627539956-1024-1024.jpg,"Cuando la escuela de Greg Heffley cierra a causa de una gran nevada, el barrio se transforma en un gélido campo de batalla: grupos rivales se disputan el territorio, construyen fortificaciones y protagonizan grandes peleas de bolas de nieve.
En su lucha por la supervivencia, Greg y Rowley tendrán que abrirse camino a través de alianzas, traiciones y bandas enfrentadas. Cuando la nieve se derrita, ¿conseguirán los dos amigos salir vivos de esta batalla campal?",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:25:57.429661
182,Diario de Greg 08: Mala Suerte,9789878120126,11,8,,Molino,1,A1,,https://www.quade.com.ar/1524958-large_default/diario-de-greg-8.jpg,"iPobre Greg! Definitivamente está atravesando por una mala racha. Su mejor amigo, Rowley Jefferson, está muy ocupado ahora que tiene novia. La cosa está tan mal que hasta Manny, su hermano pequeño, tiene más amigos que él...
Sin embargo, Greg no piensa rendirse y está dispuesto a todo con tal de convertirse, de una vez por todas, en el tipo más popular del colegio.
¿Cambiará su suerte o su vida está destinada a ser el drama de siempre?",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:25:57.965617
183,Diario de Greg 06: ¡Sin Salida!,9789878120102,11,8,,Molino,1,A1,,https://calibroscopio.com.ar/wp-content/uploads/2022/05/9878120102.jpg,"Greg Heffley está en problemas. Alguien ha vandalizado el colegio, y Greg es el principal sospechoso. Aunque, por primera vez, es inocente... o algo similar.
Parece que la policía anda tras la pista de Greg, pero una tormenta de nieve inesperada deja encerrada a la familia Heffley en casa.
Greg sabe que cuando la nieve se derrita le tocará dar ex-plicaciones, pero... ¿hay algún castigo peor que quedarse atrapado en casa con la familia en vacaciones?",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:25:58.501193
184,Diario de Greg 15: Tocado y Hundido,9789878120058,11,8,,Molino,1,A1,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/e80a621ffa7c449d28b86999589a6b70/9/8/9878120058_9789878120058_2022-11-08_11_12_58.jpg,"Greg y su familia están listos para vivir la aventura de sus vidas, pero acaban en un campamento que no es exactamente un paraíso para turistas.
Cuando menos se lo esperan, los cielos se abren y empieza a llover a cántaros. Entonces los Heffley se plantean si todavía están a tiempo de salvar sus vacaciones o si ya están con el agua al cuello.",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:25:59.036658
185,Diario de Greg 09: Un Viaje de Locos,9789878120133,11,8,,Molino,1,A1,,https://calibroscopio.com.ar/wp-content/uploads/2022/05/9878120133.jpg,"Dicen que viajar por carretera en familia es algo muy divertido... a no ser que se trate de los Heffley. Al principio el trayecto promete, pero no tardan en aparecer unos cuantos problemas inesperados. La gasolinera con los baños cerrados, un cerdito descontrolado, gaviotas enloquecidas... nada que se
parezca, ni remotamente, a la idea que tiene Greg de pasarla bien.
Sin embargo, incluso el peor viaje en coche se puede convertir en una aventura ly esta parece que va a ser difícil de olvidar!",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:25:59.573111
186,Diario de Greg 10: Vieja Escuela,9789878120140,11,8,,Molino,1,A1,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/8/9878120140_9789878120140_2022-11-08_11_12_58.jpg,,,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:26:00.10867
187,Diario de Greg 12: Volando Voy,9789878120171,11,8,,Molino,1,A1,,https://calibroscopio.com.ar/wp-content/uploads/2022/05/9878120171.jpg,"Los Heffley deciden escapar del frío y de las tensiones navideñas y viajan a una isla tropical en busca de un merecido descanso. iSeguro que unos cuantos días en un lugar de ensueño les sentarán de maravilla!
Pero la familia Heffley no tardará en descubrir que eso del ""paraíso"" tampoco era para tanto... Las insolaciones, indigestiones y picaduras de todo tipo de bichos amenazan con echar a perder el viaje familiar. ¿Podrán disfrutar sus vacaciones o su anhelado descanso terminará en desastre?",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:26:00.644176
188,Practical English Exercises,9789875224025,188,,,VISOR,1,,,,,,,,,,2026-07-14 23:26:01.001256
189,Clásicos de oro Disney 19: Hercules,9789870701217,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:01.358233
190,"Clásicos de oro Disney 07: Monsters, Inc.",9789870700241,113,,,Genios,1,,,,,,,,,,2026-07-14 23:26:01.715164
191,Clásicos de oro Disney 09: Chicken Little,9789870700265,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:02.071971
192,Clásicos de oro Disney 01: Cars,9789870700166,113,,,Genios,1,,,,,,,,,,2026-07-14 23:26:02.429455
193,Clásicos de oro Disney 11: Tarzán,9789870700272,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:02.786375
194,Clásicos de oro Disney 12: Aladdín,9789870700296,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:03.143198
195,Clásicos de oro Disney 13: Lilo & Stitch,9789870700302,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:03.500303
196,Clásicos de oro Disney 16: Bichos,9789870701187,113,,,Genios,1,,,,,,,,,,2026-07-14 23:26:03.857687
197,Clásicos de oro Disney 17: Mulán,9789870701194,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:04.214709
198,Clásicos de oro Disney 18: Pinocho,9789870701200,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:04.571752
199,Clásicos de oro Disney 02: Buscando a Nemo,9789870700098,113,,,Genios,1,,,,,,,,,,2026-07-14 23:26:04.928728
200,Clásicos de oro Disney 04: Toy Story,9789870700111,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:05.285702
201,Clásicos de oro Disney 05: Peter Pan,9789870700128,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:05.642796
202,Clásicos de oro Disney 06: La Sirenita,9789870700234,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:05.999669
203,Clásicos de oro Disney 08: El Rey León,9789870700258,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:06.356784
204,Clásicos de oro Disney 15: Tierra de Osos,9789870700326,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:06.713696
205,Mayor y Menor,9789500729147,60,,,Primera sudamericana,1,,,https://sbslibreria.vtexassets.com/arquivos/ids/5060207/wjPXXRm07n-hp0iuVCsD5sW7Alk-.jpg?v=638852939477900000,,,,,,,2026-07-14 23:26:07.07068
206,Clásicos de oro Disney 10: Dinosautrio,9789870700289,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:07.427186
207,Clásicos de oro Disney 20: La Bella y la Bestia,9789870701224,189,,,Genios,1,,,,,,,,,,2026-07-14 23:26:07.784165
208,Clásicos de oro Disney 22: Ratatouille,9789870702085,113,,,Genios,1,,,,,,,,,,2026-07-14 23:26:08.140918
210,Clásicos de oro Disney 03: Los Increíbles,9789870700104,113,,,Genios,1,,,,,,,,,,2026-07-14 23:26:08.854692
211,Amadeo y su sombrero,9789875040946,53,,,Quipu,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3b8AR4YON_aHjs2JAB1kikp_vN9vtBLTosg&s,,,,,,,2026-07-14 23:26:09.211659
212,Edelmira latele,9789875040663,212,,,Quipu,1,,,https://acdn-us.mitiendanube.com/stores/881/926/products/edelmira-latele1-c0fdb69930310ced1516210450703692-480-0.jpg,,,,,,,2026-07-14 23:26:09.568757
213,El Pequeno Principe,9789974801103,155,,,Unaluna,1,,,http://books.google.com/books/content?id=T_T3KAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:26:09.925683
214,El zooki,9789875040717,214,,,Quipu,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0aQRzJeXWFO_JbEyWEdOAAtfXp7PMMsGMRA&s,,,,,,,2026-07-14 23:26:10.28272
215,Hay un monstruo debajo de mi cama,9789871343393,215,,,del Naranjo,1,,,https://delnaranjo.com/wp-content/uploads/2025/06/monstruo-cama.jpg,,21,,,Lore,2.5,2026-07-14 23:26:10.639732
216,Las ovejas de Lala,9789871343409,153,,,del Naranjo,1,,,https://delnaranjo.com/wp-content/uploads/2025/06/lala.jpg,,,,,,,2026-07-14 23:26:10.996718
217,Mateo y su Gato Rojo,9789871343577,153,,,del Naranjo,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/8/9871343249_9789871343249_2023-10-21_08_01_05.jpg,,,,,,,2026-07-14 23:26:11.353761
218,Tengo un monstruo en el bolsillo,9789500715737,218,,,Sudamericana,1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS41VX5Q_H1SH_OK2p84hKVeYAskHK_Yn68pA&s,,,,,,,2026-07-14 23:26:11.710729
219,VERRUGA Y BRIQUETA EN: LA MÁS BRUJA DE TODAS,9789500833141,219,,,Desconocido,1,,,https://images.cdn1.buscalibre.com/fit-in/360x360/76/90/7690e452af06d6c67a7fe7fd1de6904d.jpg,,,,,,,2026-07-14 23:26:12.067777
220,¡Qué payaso este elefante!,9789875041103,153,,,Quipu,1,,,https://calibroscopio.com.ar/wp-content/uploads/2020/07/9875041103.jpg,,,,,,,2026-07-14 23:26:12.425364
221,Criaturas marinas,9781628852363,221,,,Desconocido,1,,,,,,,,,,2026-07-14 23:26:12.78226
222,Cuentos Clasicos Regionalizados,9789502413020,222,,,Editorial Albatros,1,,,http://books.google.com/books/content?id=CUMgc23nzJQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,,2026-07-14 23:26:13.139449
223,Discurso del oso,9789870434771,223,,,Libros del Zorro Rojo,1,,,https://imaginaria.com.ar/wp-content/uploads/2010/03/DiscursoDelOso1.jpg,,,,,,,2026-07-14 23:26:13.497111
224,"El brujo, el Horrible y el libro rojo de los hechizos",9789500727334,162,,,Primera Sudamericana,1,,,http://books.google.com/books/content?id=XXWIGAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:26:13.854594
225,El diario del capitán Arsenio,9789500728065,162,,,Primera Sudamericana,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/5/9500770330_9789500770330_2024-04-20_07_20_05.jpg,,,,,,,2026-07-14 23:26:14.21229
226,Rebelión en Tortoni,9789500730556,162,,,Primera Sudamericana,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/5/9500730556_9789500730556_2022-11-08_11_12_58.jpg,,,,,,,2026-07-14 23:26:14.569698
227,El Gran Libro de las Preguntas,9789877461084,227,,,Desconocido,1,,,https://http2.mlstatic.com/D_NQ_NP_859862-MLA40173644101_122019-O.webp,,,,,,,2026-07-14 23:26:14.927028
228,Belisario y el Violin,9789505115181,228,,,Alfaguara,1,,,http://books.google.com/books/content?id=1bEJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:26:15.283808
229,Belisario y los Fantasmas,9789870422273,228,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:26:15.640935
230,Bicho hambriento,9789504639145,214,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:26:15.997822
231,Cachorrito es el mejor,9789876421256,231,,,Desconocido,1,,,,,,,,,,2026-07-14 23:26:16.354795
232,"Cachorrito, no te aburras",9789876426145,231,,,Edelvives,1,,,,,,,,,,2026-07-14 23:26:16.711841
233,Martín viaja al Espacio,9789876422789,233,,,Edelvives,1,,,,,,,,,,2026-07-14 23:26:17.069313
234,Pequeño Dragón aprende a viajar solo,9789876421942,234,,,Desconocido,1,,,,,,,,,,2026-07-14 23:26:17.426394
235,Pequeño Dragón aprende a volar,9789876420600,234,,,Desconocido,1,,,,,,,,,,2026-07-14 23:26:17.783828
236,La isla del tesoro,9789875710030,236,,,Desconocido,1,,,,,,,,,,2026-07-14 23:26:18.140967
237,Claromecó Ayer y Hoy,9789874387158,237,,,Tres Arroyos,1,,,,,,,,,,2026-07-14 23:26:18.498153
238,Aventuras y desventuras de Casiperro del Hambre,9789505812752,238,,,Ediciones Colihue SRL,1,,,http://books.google.com/books/content?id=RfE6KIO6fNkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,,2026-07-14 23:26:18.855498
239,Belgrano,9789500434614,239,,,Emecé,1,,,https://contentv2.tap-commerce.com/cover/large/9789500434614_1.jpg?id_com=1156,,,,,,,2026-07-14 23:26:19.212544
240,Ciencia con Todo,9789502407463,240,,,Albatros,1,,,http://books.google.com/books/content?id=VaakYmFv-dUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,,2026-07-14 23:26:19.569122
241,Crimen y castigo ,9789870714699,241,,,Clarin,1,,,,,,,,,,2026-07-14 23:26:19.926303
242,El amante japonés,9789500752442,242,,,Sudamericana,1,,,,,,,,,,2026-07-14 23:26:20.283349
243,El arte de los Argentinos,9789500837187,243,,,Gente,1,,,,,,,,,,2026-07-14 23:26:20.640398
244,El arte de los Argentinos,9789500837163,243,,,Gente,1,,,,,,,,,,2026-07-14 23:26:20.997331
245,El corazón de las tinieblas,9789870714705,245,,,Clarin,1,,,,,,,,,,2026-07-14 23:26:21.354345
246,El juego de Ripper,9789500746601,242,,,Desconocido,1,,,https://entelequia.com.ar/storage/product_arch/2021/01/IMG-20201230-WA0028-DESKTOP-EAEOSF4-DESKTOP-EAEOSF4-53.webp,,,,,,,2026-07-14 23:26:21.711361
247,El querido Pappo,9789505291618,247,,,Artes Gráficas Integradas,1,,,,,,,,,,2026-07-14 23:26:22.068365
248,El retrato de Dorian Gray,9789870714682,248,,,Clarin,1,,,,,,,,,,2026-07-14 23:26:22.425318
249,Escenarios lúdicos y de aprendizaje,9789871683222,249,,,Puerto Creativo ,1,,,,,,,,,,2026-07-14 23:26:22.782308
250,Guía Teórico-Práctiva de Cálculo Financiero,9789870305941,250,,,La Ley,1,,,,,,,,,,2026-07-14 23:26:23.139389
251,Hijos de la guerra civil,9789870291596,251,,,Dunken,1,,,,,,,,,,2026-07-14 23:26:23.49733
252,Hórreo,9789875437678,252,,,Martin,1,,,,,,,,,,2026-07-14 23:26:23.854416
